"row"	"Species"	"genus"	"family"	"order"	"group"	"Growth.form"	"P50"	"HSM"	"MinWP_md"	"MinWP_pd"	"PItlp"	"Ks"	"Kl"	"Hv"	"WUE"	"SLA"	"Aarea"	"Amass"	"LL"	"pLL"	"WD"	"N"	"Narea"	"Hmax"	"Rd"	"lat_mean"	"long_mean"	"MAT_mean"	"MAP_mean"	"biome"
"80"	"Allocasuarina littoralis"	"Allocasuarina"	"Casuarinaceae"	"Fagales"	"Angiosperms"	"W"	NA	NA	-1.07	-0.73	NA	2.63	0.000554685	1.854332957	NA	3.11925512324798	NA	NA	NA	70	0.62699	NA	NA	12	NA	-31.5902125856133	150.811179332232	16.3479357798165	1121.90596330275	"Mediterranean"
"81"	"Allocasuarina monilifera"	"Allocasuarina"	"Casuarinaceae"	"Fagales"	"Angiosperms"	"W"	NA	NA	-1.13	-0.35	NA	1.75	0.000621969	3.18269538	NA	2.422860906	NA	NA	NA	NA	0.58	NA	NA	5	NA	-40.5785014025631	144.911852693847	11.396365914787	1141.76691729323	"Temperate forest"
"82"	"Allocasuarina torulosa"	"Allocasuarina"	"Casuarinaceae"	"Fagales"	"Angiosperms"	"W"	NA	NA	-2.1	-1.32	NA	3.295	0.0008043115	2.2379831725	NA	5.34470814749757	NA	NA	NA	100	0.73785883325	NA	NA	15	NA	-30.9658039568946	151.540290846977	16.7577507598784	1155.55319148936	"Mediterranean"
"83"	"Allophylus angustatus"	"Allophylus"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.655053333	NA	NA	NA	NA	9.80548630760908	NA	NA	NA	NA	0.6568	NA	NA	13	NA	2.55833659595894	-72.9916610858848	21.60625	2150.05	"Tropical forest savanna"
"84"	"Alnus alnobetula"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.827732	0.000117134	3.53293	-28.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.3369789866709	-78.8929066043791	2.07603607060629	938.507290867229	"Boreal forest"
"85"	"Alnus cordata"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	-1.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39147303	NA	NA	30	NA	45.2632696190112	7.4547387266885	10.3697916666667	780.086805555556	"Mediterranean"
"86"	"Alnus glutinosa"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	-1.77584641566667	0.57584641566667	-1.2	NA	NA	NA	NA	NA	-27.1625	14.8400570837425	NA	NA	8	131.09756097561	0.489005572882824	31.9309285714286	0.2151671546224	40	0.4064	53.014330587116	6.7026018243712	8.25605646630237	848.874316939891	"Temperate forest"
"87"	"Alnus incana"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	-1.6	NA	NA	NA	NA	NA	0.0001512	NA	NA	21.4675900147116	NA	NA	3.6	60.3571428571429	0.499703333333333	34.9358584054894	0.162737682159702	30	0.6096	59.1798130440159	4.66072391628347	4.01172964462438	868.697031039136	"Temperate forest"
"88"	"Alnus nepalensis"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.62	NA	NA	NA	NA	NA	NA	NA	NA	200	0.43295275	38.35	NA	NA	NA	24.894990877421	96.8679006182911	15.1843495934959	1252.9512195122	"Temperate forest"
"89"	"Alnus rhombifolia"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	-1.251364351	0.421364351	-0.83	-0.25	NA	7.48	NA	NA	NA	16.4721634830494	NA	NA	NA	NA	0.471	28.0625	0.17036317074486	35	0.3048	38.1463566941154	-120.652981979515	12.2968698175788	798.781094527363	"Mediterranean"
"90"	"Alnus rubra"	"Alnus"	"Betulaceae"	"Fagales"	"Angiosperms"	"W"	-2.54	NA	NA	NA	NA	NA	0.0001422	NA	NA	NA	NA	NA	NA	100	0.43	23.1307692307692	NA	40.2	0.635	45.1215206339526	-116.266966373115	9.18087878787879	1450.02545454545	"Temperate forest"
"91"	"Alphitonia excelsa"	"Alphitonia"	"Rhamnaceae"	"Rosales"	"Angiosperms"	"W"	-5.56	1.09	-4.47	-4.18	NA	4.46333333333333	0.000909538	2.03399880241644	NA	11.2685380667288	NA	NA	NA	NA	0.563964761857143	NA	NA	35	NA	-21.8751865486173	143.810725786572	21.9042281498297	1176.37116912599	"Tropical forest savanna"
"92"	"Alphitonia whitei"	"Alphitonia"	"Rhamnaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.58999999882679	NA	NA	NA	NA	NA	NA	0.6097615	NA	NA	1	NA	-17.2249977691412	145.212516960735	22.5019230769231	1938.94871794872	"Tropical forest savanna"
"93"	"Alphonsea mollis"	"Alphonsea"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	-1.82	0.84	-0.98	NA	NA	3.67	0.000387	1.068	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	21.6666709258556	107.638903890056	22.1791666666667	1433.16666666667	"Tropical forest savanna"
"94"	"Alseis labatioides"	"Alseis"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.568279653659033	-30.00342903	21.5742778888889	NA	NA	NA	NA	0.441269841134921	33.77036	0.15653066199445	21.3	NA	3.04885386292036	-67.6810286250126	25.7905172413793	1872.75862068966	"Tropical forest savanna"
"95"	"Alstonia muelleriana"	"Alstonia"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.68263926675	NA	NA	14	NA	-15.6008748774202	144.834812262674	23.4418181818182	2139.27272727273	"Tropical forest savanna"
"96"	"Amaioua guianensis"	"Amaioua"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.0535555385084	-32.243069315	14.78330006303	NA	NA	NA	NA	0.679972013552839	21.349332776	0.144415202863874	16.68653987	NA	-9.43233354506396	-56.4731654475713	23.8131465517241	1909.6408045977	"Tropical forest savanna"
"97"	"Amborella trichopoda"	"Amborella"	"Amborellaceae"	"Amborellales"	"Angiosperms"	"W"	-3	NA	NA	NA	NA	0.54	0.00013	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	-8.5208306485232	88.8958473569979	20.8020833333333	1732	"Tropical forest savanna"
"98"	"Ambrosia dumosa"	"Ambrosia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-3.394666667	-6.705333333	-10.1	-2.28	NA	NA	0.0013	NA	NA	13.53	NA	NA	NA	NA	0.7112	24.8541666666667	0.18369672333087	0.9	0.3048	34.0575758833338	-115.670080766993	18.8134595162986	163.930599369085	"Desert"
"99"	"Ambrosia salsola"	"Ambrosia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-2.8836666665	-0.2263333335	-3.11	NA	NA	NA	0.0013	NA	NA	10.6166666666667	NA	NA	NA	NA	0.6902	NA	NA	2.5	NA	34.5458742872703	-116.295145572908	17.3619836695485	202.455331412104	"Desert"
"100"	"Amelanchier alnifolia"	"Amelanchier"	"Rosaceae"	"Rosales"	"Angiosperms"	"W"	-6.55	NA	NA	NA	NA	6.93	NA	NA	-25.74	9.35751433598996	16.6	0.154640830945624	NA	85	NA	18.2	0.19449609529318	8	0.6096	47.2441101183128	-92.5707411382183	5.21755268199234	774.391762452107	"Temperate forest"
"101"	"Amelanchier ovalis"	"Amelanchier"	"Rosaceae"	"Rosales"	"Angiosperms"	"W"	-6.873333333	NA	NA	NA	NA	NA	NA	NA	NA	11.3322222222222	NA	NA	NA	40	NA	NA	NA	3	NA	46.4981445120493	6.78723058514486	9.28473945409429	796.397022332506	"Mediterranean"
"102"	"Amelanchier sanguinea"	"Amelanchier"	"Rosaceae"	"Rosales"	"Angiosperms"	"W"	-4.37	NA	NA	NA	NA	3.17319333333333	0.000376324	2.63473	NA	NA	NA	NA	NA	14	NA	NA	NA	6.096	0.6096	53.75	-122.7	4.06	651	"Temperate forest"
"103"	"Ampelocera ruizii"	"Ampelocera"	"Ulmaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	-1.3	NA	NA	3.6	0.000342	0.0993	NA	16.1	NA	NA	NA	NA	0.708729596273983	NA	NA	32.9195126153997	NA	-13.0203227531054	-66.7174737667986	23.9255081300813	1819.39024390244	"Tropical forest savanna"
"104"	"Amyxa pluricornis"	"Amyxa"	"Thymelaeaceae"	"Malvales"	"Angiosperms"	"W"	-0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	1.55769551813115	112.480784484454	26.049358974359	3317.53846153846	"Tropical rain forest"
"105"	"Anacardium excelsum"	"Anacardium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	-1.48666666666667	0.68666666666667	-0.8	-0.4	-1.13	1.1	0.0051	NA	-26.03	15.1686862577137	9.56	0.104448183709869	8.44931506849315	NA	0.389114792142857	16.06006898	0.105876466209017	43.3	NA	8.28714124256127	-78.9420237150534	24.8810109289618	2260.02732240437	"Tropical forest savanna"
"106"	"Anacardium nanum"	"Anacardium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.7499977443683	-48.9722153887597	22.8083333333333	1485.54166666667	"Tropical forest savanna"
"107"	"Anadenanthera colubrina"	"Anadenanthera"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-5.7	2.3	-3.4	NA	NA	2.628	0.000414	0.16	NA	15.7	NA	NA	NA	NA	0.867133333333333	NA	NA	NA	NA	-15.2861168776107	-49.071502727919	22.7877614379085	1049.78039215686	"Tropical forest savanna"
"108"	"Anadenanthera peregrina"	"Anadenanthera"	"Fabaceae"	"Fabales"	"Angiosperms"	NA	NA	NA	NA	NA	-2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.883333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
"109"	"Andropogon glomeratus"	"Andropogon"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	NA	NA	NA	NA	-1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3	NA	1.92024	0.3048	25.2365816265797	-93.2502751178193	20.422406462585	1276.05272108844	"Tropical forest savanna"
"110"	"Andropogon hallii"	"Andropogon"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	NA	NA	NA	NA	-1.41	NA	NA	NA	-12.6	NA	NA	NA	NA	NA	NA	10.8	NA	1.85928	0.508	38.5805136158784	-100.977867818513	11.3046875	493.698863636364	"Mediterranean"
"111"	"Angophora bakeri"	"Angophora"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.17000000075684	NA	NA	NA	NA	NA	NA	0.589	NA	NA	1	NA	-32.9594002991444	151.0235215373	16.4571581196581	1070.61538461538	"Mediterranean"
"112"	"Angophora costata"	"Angophora"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	-1.65	-0.98	NA	1.76	0.000181494	1.79234842508918	NA	5.43729149191721	NA	NA	NA	NA	0.716243333333333	NA	NA	30	NA	-32.5759244956691	148.830264062991	16.5664197530864	1147.55555555556	"Mediterranean"
"113"	"Angophora hispida"	"Angophora"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	5.20333333300257	NA	NA	NA	NA	NA	200	NA	NA	NA	1	NA	-33.7004490788413	150.200467671321	16.1452702702703	1063.97297297297	"Mediterranean"
"114"	"Aniba guianensis"	"Aniba"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.49995096955844	-31.51324704	15.4875473314826	NA	NA	NA	NA	0.547798363292259	19.14217	0.123597168682018	25	NA	-4.14933702119531	-69.2945486818491	24.4629537953795	2476.42574257426	"Tropical forest savanna"
"115"	"Aniba taubertiana"	"Aniba"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.98803817311618	-31.4851478	9.02632	NA	NA	NA	NA	0.59113657219595	19.75738	0.218886323551569	20	NA	-4.27736027795835	-66.0957652038567	24.9949004975124	2450.76119402985	"Tropical forest savanna"
"116"	"Aniba terminalis"	"Aniba"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.963312377198263	-33.0949550484	16.0376450870431	NA	NA	NA	NA	0.55377028504736	19.9452376	0.124365126499238	20	NA	-3.51190181586231	-60.0118985041923	26.3755952380952	2378.07142857143	"Tropical forest savanna"
"117"	"Anisoptera costata"	"Anisoptera"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	11.8	0.00106	NA	NA	NA	NA	NA	NA	NA	0.553333333333333	NA	NA	NA	NA	7.56818534208772	112.234863725708	26.1393939393939	2429.45454545455	"Tropical forest savanna"
"118"	"Annona coriacea"	"Annona"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.35	NA	NA	NA	NA	6.71113646532438	9.3	0.062	NA	NA	NA	27.375	0.407904088099583	NA	NA	-14.9134591870483	-48.2489247527474	23.1603632478632	1333.95833333333	"Tropical forest savanna"
"119"	"Annona glabra"	"Annona"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	-3.3	2.1	-1.2	-1	NA	9.1	0.0018	3.5	NA	10.27	NA	NA	NA	NA	0.505	NA	NA	16.1544	0.6096	5.74460027003013	-51.046335751849	24.9472858354538	1939.26463104326	"Tropical forest savanna"
"120"	"Annona squamosa"	"Annona"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	-2.88021	-1.99587	NA	NA	NA	NA	NA	18.7219309307316	NA	NA	NA	NA	0.617898666666667	24.85	0.132732035450517	9.144	0.6096	5.19226530475567	-22.7404679889552	24.2798327137546	1328.94117647059	"Tropical forest savanna"
"121"	"Anthodiscus klugii"	"Anthodiscus"	"Caryocaraceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.26751333955121	-28.83869662	11.7504652272728	NA	NA	NA	NA	0.647852310031582	18.68265	0.15899498137859	23	NA	-5.69927253035505	-73.3659364677232	24.668115942029	2641	"Tropical rain forest"
"122"	"Anthyllis cytisoides"	"Anthyllis"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-1.79	-2.612	-4.402	-2.59	NA	0.0722	3.19333333333333e-05	4.99777599	NA	NA	NA	NA	NA	9	NA	NA	NA	1.3	NA	38.6019028321866	-1.86096430691469	15.0219430485762	510.989949748744	"Mediterranean"
"123"	"Aotus ericoides"	"Aotus"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-1.19	-0.53	NA	0.825	0.0003220335	5.401848143	NA	6.887518777	NA	NA	NA	NA	0.755	NA	NA	1.7	NA	-36.10281799083	149.030282499809	14.7133081444165	1104.23173803526	"Mediterranean"
"124"	"Apeiba glabra"	"Apeiba"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.017666667	NA	NA	1.57402295476376	-31.124422254375	12.6438298548624	NA	NA	NA	NA	0.447332181363636	21.1493171111111	0.167269864858058	33	NA	0.967451096322296	-69.9798119704752	25.0471354166667	2902.8671875	"Tropical rain forest"
"125"	"Aporosa globifera"	"Aporosa"	"Phyllanthaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8333370275278	99.000014550625	24.9458333333333	2133	"Tropical forest savanna"
"126"	"Aporosa microstachya"	"Aporosa"	"Phyllanthaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.68	NA	NA	NA	NA	21.8806126914661	NA	0.0312	NA	NA	0.67	NA	NA	8.4	NA	9.35256771953149	99.6859120222939	25.0455128205128	2269.92307692308	"Tropical forest savanna"
"127"	"Aporosa octandra"	"Aporosa"	"Phyllanthaceae"	"Malpighiales"	"Angiosperms"	"W"	-1.43	NA	NA	NA	-0.9544	0.708623512	0.000117069	1.530820844	NA	18.8134776	NA	NA	NA	NA	0.568759426	NA	NA	8	NA	18.6755360180849	102.306752311733	22.3200354609929	1735.97872340426	"Tropical forest savanna"
"128"	"Aporosa symplocoides"	"Aporosa"	"Phyllanthaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	2.44444770113037	110.611126267288	26.5791666666667	2946.16666666667	"Tropical rain forest"
"129"	"Araucaria columnaris"	"Araucaria"	"Araucariaceae"	"Pinales"	"Gymnosperms"	"W"	-3.3	NA	NA	NA	NA	NA	NA	NA	NA	1.88501413760603	6.89650000000001	0.013	NA	NA	NA	8.4	0.44562	48.8	NA	-2.12323641815374	12.9824044307651	19.820119047619	1465.28571428571	"Tropical forest savanna"
"130"	"Araucaria hunsteinii"	"Araucaria"	"Araucariaceae"	"Pinales"	"Gymnosperms"	"W"	-4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4452745	NA	NA	80	NA	-11.5416641394031	149.152794944009	20.4534722222222	2247.66666666667	"Tropical forest savanna"
"131"	"Araucaria laubenfelsii"	"Araucaria"	"Araucariaceae"	"Pinales"	"Gymnosperms"	"W"	-2.4	NA	NA	NA	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	68.8	NA	-21.7023789550325	166.023827569912	21.6339285714286	1635.21428571429	"Tropical forest savanna"
"132"	"Arbutus menziesii"	"Arbutus"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-5.18	NA	NA	NA	-2.74	NA	NA	NA	-27.05	7.24670231775356	10.0581877925637	0.0695180639170048	14.8172086075077	375	0.56	12.4992246151848	0.172481551844115	34	0.6096	41.1881604135679	-122.370542067839	11.5492902208202	1054.41324921136	"Temperate forest"
"133"	"Arbutus unedo"	"Arbutus"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-5.4655	0.6621	-4.8034	-4.22	-0.98	0.541070936	0.0002305925	5.017355504	-25.29	8.6610373655734	9.786875	0.0638618244004774	17.0333333333333	15	0.7964897185	13.9411144444444	0.160963564247612	12	NA	37.5358550393363	0.202763434161543	14.3812291963861	732.111269614836	"Mediterranean"
"134"	"Archidendropsis basaltica"	"Archidendropsis"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-2.374	-1.007	NA	4.26	0.000756813	1.454592144	NA	5.794892463	NA	NA	NA	NA	0.918183	NA	NA	10	NA	-23.2541133099171	146.408453237098	21.8788065843621	597.395061728395	"Desert"
"135"	"Arctostaphylos glandulosa"	"Arctostaphylos"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-4.555	-1.805	-6.36	-6.28	NA	1.015	0.0007455	2.33035	NA	4.129202441	NA	NA	NA	NA	0.651824786333333	8	0.193742014694309	NA	NA	35.8874552000533	-119.253980895672	13.6316401062417	728.306772908366	"Mediterranean"
"136"	"Arctostaphylos glauca"	"Arctostaphylos"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-4.67	-0.93	-5.6	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	0.6483	9.05	NA	3.048	0.762	34.7468303381882	-118.767457124013	14.4226587301587	474.771428571429	"Desert"
"137"	"Arctostaphylos patula"	"Arctostaphylos"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-4.5	NA	NA	NA	NA	NA	NA	NA	-26.5	NA	NA	NA	NA	5	NA	NA	NA	10	0.508	39.4317580592606	-119.182468092565	8.43861832611833	838.930735930736	"Mediterranean"
"138"	"Arctotheca populifolia"	"Arctotheca"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	-33.6480877976345	102.272307714915	16.6761146496815	806.668789808917	"Mediterranean"
"139"	"Ardisia palmana"	"Ardisia"	"Primulaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.23	0.00062	20.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	9.57500362856816	-83.3999949620417	20.9679166666667	2990.5	"Tropical rain forest"
"140"	"Ardisia quinquegona"	"Ardisia"	"Primulaceae"	"Ericales"	"Angiosperms"	"W"	-2.88	NA	NA	NA	-1.9272	0.495324469	5.46e-05	1.041671122	NA	15.40379788	NA	NA	NA	NA	0.624309996	17.2	0.111660774401176	6	NA	23.540964808917	113.945872203916	20.7065134099617	1969.18965517241	"Tropical forest savanna"
"141"	"Argyrodendron trifoliolatum"	"Argyrodendron"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	3.14819877886012	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	-24.2902280226739	150.709787362376	19.968992248062	1456.6976744186	"Tropical forest savanna"
"142"	"Artemisia californica"	"Artemisia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	-4.191666667	NA	NA	NA	0.0013	NA	NA	12.1805428250016	NA	NA	NA	NA	0.6857	18.8	0.154344517072026	2.6	NA	34.6004660667992	-118.14788873735	14.996015936255	482.649402390438	"Desert"
"143"	"Artemisia filifolia"	"Artemisia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	-2.74337	-1.37681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8599635577938	-101.2209502483	12.3095885634589	449.234309623431	"Mediterranean"
"144"	"Artemisia tridentata"	"Artemisia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-4.14	-3.19173	-7.33173	-6.67706	-2.52	0.6696	0.000138	2.212734611	-25.192	8.61693498853561	5.64805811387615	0.0481762661764423	NA	8	NA	13.4669616666667	0.156284823833344	3	0.508	40.2213196785822	-114.950795445557	7.25892467248908	446.470524017467	"Mediterranean"
"145"	"Ascarina lucida"	"Ascarina"	"Chloranthaceae"	"Chloranthales"	"Angiosperms"	"W"	-1.869	NA	NA	NA	NA	NA	NA	NA	NA	22.6613123484966	NA	NA	NA	NA	NA	NA	NA	4	NA	-40.3411100858345	164.631129084581	11.4542237442922	2877.01369863014	NA
"146"	"Ascarina rubricaulis"	"Ascarina"	"Chloranthaceae"	"Chloranthales"	"Angiosperms"	"W"	-2.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.6230138715282	165.980176773985	21.2412698412698	1746.7619047619	"Tropical forest savanna"
"147"	"Ascarina solmsiana"	"Ascarina"	"Chloranthaceae"	"Chloranthales"	"Angiosperms"	"W"	-2.634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.1666646413789	165.354184677846	21.0635416666667	1694.625	"Tropical forest savanna"
"148"	"Aspalathus hirta"	"Aspalathus"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-2.48	NA	NA	0.516	NA	NA	NA	NA	NA	NA	NA	NA	0.5876	NA	NA	NA	NA	-33.4231587870894	20.6287983421365	15.7444805194805	495.623376623377	"Desert"
"149"	"Aspalathus pachyloba"	"Aspalathus"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-4.124834259	1.814834259	-2.31	NA	NA	0.8854933135	NA	NA	NA	NA	NA	NA	NA	NA	0.5705	NA	NA	NA	NA	-33.5416652867764	20.1969801377978	15.0787878787879	465.295454545455	"Desert"
"150"	"Aspidosperma cylindrocarpon"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	-2.9	1.1	-1.8	NA	NA	2.484	0.000306	0.129	NA	11.5	NA	NA	NA	NA	0.654154968628785	NA	NA	30.9851902158933	NA	-17.5581118216019	-55.1118355919988	22.482158836689	1408.6644295302	"Tropical forest savanna"
"151"	"Aspidosperma desmanthum"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	0.0002842	NA	NA	9.44289738772578	NA	NA	NA	NA	0.64	NA	NA	NA	NA	2.85573804516117	-72.508058910126	25.4123873873874	2626.6972972973	"Tropical rain forest"
"152"	"Aspidosperma excelsum"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.743106667	NA	NA	0.989002894819886	-31.8504203055556	11.4476637447917	NA	NA	NA	NA	0.692103302094442	21.6912579166667	0.189481962435658	32.5	NA	-0.99817741776383	-66.9908965807886	25.5999262536873	2599.64159292035	"Tropical rain forest"
"153"	"Aspidosperma parvifolium"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.93772352992846	-30.8983333333333	10.5229914341981	NA	NA	NA	NA	0.613689356924827	21.227214235	0.201722241890408	NA	NA	-12.670590899851	-54.327654876903	23.4259259259259	1539.59259259259	"Tropical forest savanna"
"154"	"Aspidosperma tomentosum"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	-4.7	2.4	-2.3	NA	-2.88	2.8315	0.000677	0.224	NA	8.56974265450861	10.2	0.072	NA	NA	0.6155	15.4025	0.179731184715291	NA	NA	-17.1230136368382	-49.5039614482377	22.767673992674	1362.59340659341	"Tropical forest savanna"
"155"	"Aspidosperma ulei"	"Aspidosperma"	"Apocynaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.808505618166073	-31.51	9.71212310164271	NA	NA	NA	NA	0.581428714176458	22.556815285	0.232254215159039	NA	NA	-3.72221928714852	-55.9583268642159	25.6875	1827.70833333333	"Tropical forest savanna"
"156"	"Asplenium cuspidatum"	"Asplenium"	"Aspleniaceae"	"Eupolypod II"	"Pteridophytes"	"nW"	NA	NA	NA	NA	-1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43790394952362	-79.2419819246769	18.8113123993559	1847.48309178744	"Tropical forest savanna"
"157"	"Astronium graveolens"	"Astronium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.07	NA	NA	NA	-28.469254	16.8028133208244	14.345694445	NA	8.8	NA	0.846869951047619	26.65185678	0.158615442968526	39.52	NA	3.07378552446501	-74.4644166545747	24.0604345749761	1642.98853868195	"Tropical forest savanna"
"158"	"Astronium lecointei"	"Astronium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.916266739523311	-30.50647567	11.3465160741598	NA	NA	NA	NA	0.77690125	21.780961	0.191961663453712	35	NA	-4.66008483313736	-63.2675377717273	25.4410087719298	2284.01315789474	"Tropical forest savanna"
"159"	"Astronium urundeuva"	"Astronium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	-1.8	1.3	-0.5	NA	NA	16.038	0.001458	0.0924	NA	18	NA	NA	NA	NA	1.00316666666667	NA	NA	NA	NA	-17.0455952440615	-56.2216916578253	23.0264150943396	1144.56603773585	"Tropical forest savanna"
"160"	"Astrotricha floccosa"	"Astrotricha"	"Araliaceae"	"Apiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.64999999918731	NA	12.1268164143661	11.8033627746976	0.15079531242181	6.18447013749638	NA	NA	15.2834289511277	0.126030018340363	4	NA	-32.5745599731807	148.85528030861	16.5783625730994	1105.75438596491	"Mediterranean"
